부서명,소속,직위,전화번호,담당업무
주민자치과,자치행정팀,주무관,02-3423-5198,"・ 강남구민의 상 운영, 구민 표창 ・ 기부문화 활성화 및 기부심사위원회 운영 ・ 북한이탈주민 지원 ・ 국경일(기념일) 가로기 게양 추진 총괄 ・ 6.25 납북피해신고 등 과거사 관련 업무 ・ 생활공감정책참여단 업무"
주민자치과,자치행정팀,주무관,02-3423-5195,ㆍ 洞 주민센터 예산 교부 및 물품 구매 ㆍ 동주민센터 시간선택제임기제 업무 전반 ㆍ 洞 주민센터 운영성과 평가 ㆍ 동청사 신축 관련 지원 업무
주민자치과,자치행정팀,주무관,02-3423-5196,"ㆍ 예산, 재무, 회계, 물품관리 ㆍ 보안(충무계획) , 주요업무 계획 총괄 ㆍ 행정사무감사 등 구의회 관련 업무 ㆍ 직원 복무 및 복지, 직원 봉급, 수당 ㆍ 사회복무요원 관리 ㆍ 기타 부서 서무업무"
주민자치과,자치행정팀,주무관,02-3423-5193,ㆍ 주민등록 및 주민전산업무 ㆍ 인감업무 및 취학아동 업무 ㆍ 洞 통합민원창구 관련 업무 ㆍ 선거관련 주민등록 전산 업무 총괄
주민자치과,자치행정팀,주무관,02-3423-5194,"ㆍ 통・반장 업무(통장자녀장학금, 반장보상품, 반상회 등) ㆍ 통반・행정동・법정동 경계 조정 업무 ㆍ 고향사랑기부제 운영 ㆍ 행정사 업무 ㆍ 대학생 행정체험 연수 운영 ㆍ 대한적십자 지원 및 적십자회비 모금 ㆍ 부서 행정차량 관리"
주민자치과,시설관리팀,팀장,02-3423-5201,○ 시설관리팀 업무 총괄
주민자치과,시설관리팀,주무관,02-3423-5202,"도곡로 327 타당성 조사, 세곡동 550 주민편의시설 건립 업무, 개포1동 청사운영 업무, 개포3동 일원1동 수서동 주민센터 임시청사 관리"
주민자치과,시설관리팀,주무관,02-3423-5203,"○ 동복합문화센터 프로그램 및 시설 관리 위탁 운영 업무 - 문화센터 프로그램, 인력, 수입 및 예산 관리, 민원처리 등 - 동복합문화센터 물품구매 및 물품관리 ○ 도곡정보문화도서관 부설주차장 수입 및 예산관리 등"
주민자치과,시설관리팀,주무관,02-3423-5157,○ 노후 동청사 재건축 총괄 ○ 동복합문화센터 리모델링 공사 (논현2・삼성1・대치4) ○ 개포3동・일원1동・수서동 주민센터 신청사 ・임시청사 관리 ○ 임시청사 임차료 및 이용약자 셔틀버스 운영 관리
주민자치과,시설관리팀,주무관,02-3423-5204,"○ 동청사(문화센터) 개보수 등 시설물 유지관리(공사 등) ○ 청사관리 계획 수립 및 동별 청사 관리 연간 평가 업무 ○ 청사 안전 점검 및 국가재난관리시스템 관리 ○ 스마트강남 동장실 기능개선 및 유지관리 ○ 우리동네 미술관 운영, 동복합문화센터 간판 유지관리 ○ 팀 서무"
주민자치과,주민지원팀,팀장,02-3423-5211,주민지원팀 업무 총괄
주민자치과,주민지원팀,주무관,02-3423-5212,○주민자치센터 운영 및 평가 - 주민자치 프로그램 운영 - 특화사업(주민공모사업 포함) 및 주민참여 예산사업 관리 - 생활공구 대여소 관리 등 ○승용차마일리지 업무 ○친환경 저탄소(스마트 분리배출기)운영 및 관리 ○각종 행사지원 ○기타 타 직원에 속하지 않는 업무
주민자치과,주민지원팀,주무관,02-3423-5214,◦주민자치위원회(연합회)관리 및 운영 - 주민자치위원장연합회 월례회의 운영(매월) - 주민자치위원 교육 및 워크숍 등 ◦자원봉사센터 운영 및 관리 총괄 - 자원봉사센터 운영 및 지원 - 민간위탁 관련 업무 - 공감그린스토리 및 이음스토리 운영
주민자치과,주민지원팀,주무관,02-3423-6133,"○ 유동광고물 정비업무 총괄 ○ 유동광고물 민원(120, 상담민원 등) 처리 ○ 정당현수막・집회현수막 관리 ○ 부착방지판 관련 업무 ○유동광고물 과태료 부과"
주민자치과,주민지원팀,주무관,02-3423-5216,・ 새마을자녀장학금 업무 ・ 새마을금고 관련 업무(정관변경 등) ・ 범죄피해자지원중앙센터 지원업무 강남글로벌빌리지 평시 운영 지원 강남글로벌빌리지 행사 진행총괄 ・ 각종 행사 지원
주민자치과,주민지원팀,주무관,02-3423-7960,・ 강남글로벌빌리지센터 총괄
주민자치과,주민지원팀,주무관,02-3423-7962,・강남글로벌빌리지센터 운영
주민자치과,주민지원팀,주무관,0234237961,・ 강남글로벌빌리지센터 운영
주민자치과,주민행복팀,팀장,02-3423-5221,○ 주민행복팀 업무 총괄
주민자치과,주민행복팀,주무관,02-3423-5198,"・ 강남구민의 상 운영, 구민 표창 ・ 기부문화 활성화 및 기부심사위원회 운영 ・ 북한이탈주민 지원 ・ 국경일(기념일) 가로기 게양 추진 총괄 ・ 6.25 납북피해신고 등 과거사 관련 업무 ・ 생활공감정책참여단 업무"
주민자치과,주민행복팀,주무관,02-3423-5224,・ 주민행복확산 프로젝트 사업 추진 ・ 마음상담소 운영 ・ 주민행복 페스티벌 추진 ・ 행복터치 마음 치유 프로그램 추진 ・ 행복자문단 운영 ・ 행복실현지방정부협의회 업무
주민자치과,주민행복팀,주무관,02-3423-5226,・ 강남힐링센터 운영 제반사항 ・ 강남힐링센터 홈페이지 구축 ・ 힐링관련 행사 및 공모선정 추진 ・ 강남힐링센터 운영 직원 채용 및 관리
주민자치과,주민행복팀,주무관,0234237973,"・ 강남힐링센터(코엑스, 개포) 운영 총괄 ・ 강남힐링센터 프로그램 기획 및 운영 관리 ・ 강남힐링센터 운영(운영결과,민원대응)관리 ・ 강남힐링센터 강사 채용 및 강사료 지출 ・ 강남힐링센터 시설 관리 총괄 ・ 강남힐링센터(개포, 코엑스) 현장직원관리"
주민자치과,주민행복팀,주무관,02-3423-7974,"○ 강남힐링센터 현장 운영 관리 및 지원 총괄 ○ 강남힐링센터 프로그램 기획 및 운영 지원 ○ 홍보, 마케팅, 이벤트, 만족도 관리"
주민자치과,주민행복팀,주무관,02-3423-7972,"○ 강남힐링센터 운영 지원 (개포 주말 근무) - 고객 응대 및 센터 이용 안내 - 정규 강좌 운영 지원 (등록,환불 및 수강생 출석, 대기자 관리) - 기타 힐링센터 프로그램 운영 지원 - 개포 일일 수입 매출 결산 - 기자재, 도서 및 시설유지 관리 - 주민행복팀 힐링센터 행사 지원"
주민자치과,주민행복팀,주무관,0000,"○ 강남힐링센터운영 지원 - 고객응대, 프로그램, 강사출석 등 운영 지원 - 운영관리(운영현황, 민원대응) 작성 - 코엑스점 세입 관리(일일결산, 카드 환불) - 기자재, 미화 및 시설유지 관리 - 프로그램 홍보 관리(문자발송 등)"
주민자치과,주민행복팀,주무관,02)3288-7955,강남힐링센터(코엑스) 운영 지원
주민자치과,주민행복팀,주무관,02-3423-7975,강남힐링센터(개포) 운영지원
주민자치과,주민행복팀,주무관,0000,강남힐링센터(코엑스) 운영지원
주민자치과,주민행복팀,주무관,0000,강남힐링센터(코엑스) 업무지원
교육지원과,교육지원과,과장,02-3423-5270,○ 교육지원과 업무 총괄
교육지원과,교육정책팀,팀장,02-3423-5271,○ 교육정책팀 업무총괄
교육지원과,교육정책팀,주무관,02-3423-5276,"○ 민선8기 교육분야 공약(역점) 사업 추진 및 관리 ○ 지역인재 양성 장학 사업 총괄(기금운영 등) ○ 관・학 협력 주민편의시설 설치・운영(개방학교 등) ○ 교육경비보조금 총괄 및 예산편성・심의 ○ 학교 노후시설 개선, 기자재 교체 등 교육환경 개선사업 ○ 디지털 미래교육 지원사업 총괄 ○ 서울시 교육청 협력사업 지원 ○ 교육 시책사업 발굴 추진 ○ 기타 교육지원 현안업무 추진"
교육지원과,교육정책팀,주무관,02-3423-5274,○ 강남미래교육센터 운영 총괄 ○ 메이커 스페이스 구축・운영 지원 및 AI 관련 업무 ○ 강남미래인재교육원 운영 ○ 강남교육지원청 협력 사업 지원(늘봄학교 등) ○ 교육경비보조금 업무지원(중학교) ○ 교육 시책사업 발굴 추진
교육지원과,교육지원과,주무관,02-3423-8581,"- 교육지원, 문화도시・생활체육, 지역경제, 관광진흥, - 주민자치프로그램 운영, 공구대여, 사랑의 PC"
교육지원과,교육정책팀,주무관,02-3423-5293,○ 인성교육 및 문예체 사업 추진 ○ 유치원 지원 업무 ○ 방과 후 다자녀 지원 업무 ○ 우수 학생 지원・관리 업무 ○ 교육 시책사업 발굴 추진
교육지원과,교육정책팀,주무관,02-3423-5296,"○ 원어민 영어보조교사 선발・배치 및 관리 제반 사항 ○ 원어민 영어보조교사 재계약 업무 제반 사항 ○ 원어민 영어보조교사 수업 평가 및 교육훈련 ○ 영어교육활성화 세부 사업 추진(유치원 원어민, 청소년 글로벌 문화 축제 등) ○ 초등 영어 방학특강 운영 지원"
교육지원과,교육정책팀,주무관,02-3423-5277,"○ 무상급식 등 학교급식 지원 ○ 무상교육 및 입학준비금 지원 ○ 강남교육지원청 협력 사업 지원(초등 체육강사, 장애학생 학습도우미, 영재교육원 사업 지원) ○ 탄소 중립 생활 실천 프로그램 운영 ○ 교육경비보조금(학교환경개선, 강남개방학교) 정산 및 지원 ○ 지역인재 양성 장학 사업 지원(장학증서, 장학생 관리 등) ○ 교육통계 및 현황자료 분석(각급 학교 지원 자료 관리 등)"
교육지원과,교육정책팀,주무관,02)3423-7946,"○ 강남미래교육센터, 메타버스 관리・운영 총괄 ○ 4차 산업 관련 교육프로그램 기획・운영 ○ 강남미래인재교육원 운영 지원 ○ 센터 시설 및 기자재 관리, 현장민원 접수・처리"
교육지원과,교육정책팀,주무관,02-3423-7947,"○ 강남미래교육센터 학부모교육 프로그램 운영 ○ 강남미래교육센터월드(MSW) 운영 지원 ○ 체험존 운영 및 관리, 현장민원 접수・처리 ○ 센터 홈페이지 관리, 홍보, 행사 등"
교육지원과,교육협력팀,팀장,02-3423-5278,○ 교육협력팀 업무총괄
교육지원과,교육협력팀,주무관,02-3423-5275,"○ 학교로 찾아가는 디지털 미래인재 프로젝트 추진 ○ 미래교육지구 지정, 추진 총괄 ○ 미래교육지구 지역연계 학교특화사업 지원 ○ 청소년 동아리 공모사업 추진 ○ 청소년 방과후 활동 지원 및 신규사업 발굴 ○ 교육협력팀 예산 관리 ○ 시교육청, 강남서초교육지원청 등 협력 업무"
교육지원과,교육협력팀,주무관,02-3423-5288,"○ 고등학교 진로진학 및 학습능률향상 업무 ○ 미래교육지구 미래진로프로그램 운영 ○ 청소년 심리정서 안정지원 ○ 어린이 방학서당 운영 ○ 시교육청, 강남서초교육지원청 등 협력 업무"
교육지원과,교육협력팀,주무관,02-3423-5279,○ 강남구 진로직업체험지원센터 운영 ○ 미래교육지구 지역탐방학교 운영 ○ 미래교육지구 우리동네 창의융합 예술학교 운영 ○ 청소년 동아리 공모사업 추진 ○ 서울런 멘토링 이음단 운영 ○ 강남구 교육복지센터 사업 지원
교육지원과,평생교육팀,팀장,02-3423-5281,○ 평생교육팀 업무 총괄
교육지원과,평생교육팀,주무관,02-3423-5282,○ 평생학습관(압구정・청담・대치) 운영 관리 ○ 강남외식산업최고경영자과정 운영 ○ 지역자원 연계 평생학습 협력사업 운영 ○ 평생학습 성과공유회 운영
교육지원과,교육지원과,주무관,02-3423-5273,"○ 문서접수 및 관리, 물품관리 ○ 구의회, 주요업무 및 업무평가 관련 업무 ○ 예산？회계, 결산에 관한 업무 ○ 직원 급여 및 수당 관련 업무 ○ 타 부서 업무 지원 ○ 시간선택제임기제 직원 관리 ○ 기타 업무분장에 속하지 않는 사항"
교육지원과,평생교육팀,주무관,02-3423-5283,○ 평생교육 주요업무 기획 및 사업 성과 관리 ○ 평생교육팀 예산 관리 ○ 평생교육조례 관리 ○ 서울시 평생교육이용권 지원사업 추진 ○ 장애인 평생학습도시 운영사업 추진(부) ○ 평생교육협의회 및 평생교육실무협의회 운영 ○ 국가평생교육통계조사 ○ 평생교육팀 업무 중 타인에게 속하지 않은 업무
교육지원과,평생교육팀,주무관,02-3423-5285,○ 평생학습도시 활성화 사업 총괄 추진 ○ 평생학습 중장기 발전계획 수립 ○ 평생학습도시 재지정 평가 관리 총괄 ○ 평생교육실무협의회 민・관 협력분과 운영 총괄 ○ 평생교육실무협의회 민・관 협력분과 운영(트렌드 분과) ○ 평생학습 매니저 운영사업 지원
교육지원과,평생교육팀,주무관,02-3423-5287,"○ 강남열린대학 운영 ○ 평생학습 특성화 프로그램 지원사업 운영 ○ 평생학습 성과집(The 채움) 제작 ○ 소소한 학교(지식재능기부제) 운영 ○ 평생교육 관계자 역량강화 교육 운영 ○ 평생교육실무협의회 민・관 협력분과 운영(기획 분과) ○ 평생학습도시 외부 네트워크 운영(교육부, 유네스코 등)"
교육지원과,평생교육팀,주무관,02-3423-5284,○ 장애인 평생학습도시 운영사업 추진(정) ○ 평생학습 종합 홍보 계획 수립・추진 ○ 평생학습 유관기관 프로그램 홍보물 제작・홍보 ○ 평생학습 홈페이지 관리・운영 ○ 평생교육실무협의회 민・관 협력분과 운영(협업 분과)
교육지원과,학습센터팀,팀장,02-3423-5291,○ 학습센터팀 업무 총괄
교육지원과,학습센터팀,주무관,02-3423-5292,"○ 평생학습센터 관리・운영 총괄 추진(연간계획 수립) ○ 평생학습센터 강사풀 운영(모집, 심사, 간담회 등) ○ 평생학습센터 강좌 기획・운영, 모니터링 총괄 ○ 갤러리 특강(작가와의 만남, 도슨트 등) 운영 ○ 팀 주요업무 및 성과관리 ○ 팀 예산 편성・지출 결산 총괄 ○ 기관 협약・협업 관련 업무 ○ 성인 문해교육 기획, 운영 ○ 자발적 학습모임 활성화 사업 ○ 팀 운영인력 채용・관리 ○ 기타 팀 업무 중 타인에게 속하지 않은 업무"
