부서,페이지,정보
감사담당관,1,감사담당관 | 감사담당관 | 감사담당관 업무 총괄 | 02-2116-2520
문화도시행정국,14,민원여권과 / 민원처리팀 | 주무관 | ❍ 120시․구 통합콜센터(표준상담DB 변경)운영 업무 ❍ 정부24 및 정부민원콜센터(110)관련 업무 ❍ 보조금24 관련 업무 ❍ 무인민원발급기 운영 ❍ 통합민원 지원 및 유기한민원 지원 | 02-2116-3263
문화도시행정국,15,"민원여권과 / 민원처리팀 | 주무관 | ❍ 유기한민원 접수 업무(감사담당관, 탄소중립국, 안전교통건설국) ❍ 유기한민원 실적 관련 업무, 세입징수보고 업무 ❍ 정보공개 접수 및 배부 | 02-2116-3252"
문화도시행정국,15,"민원여권과 / 민원처리팀 | 주무관 | ❍ 면허증 발급관련 업무(건설기계, 수렵, 이·미용사, 조리사 면허) ❍ 인허가 신고증 교부 ❍ 외국인 업무(체류지 변경 등) | 02-2116-3254"
문화도시행정국,15,민원여권과 / 민원처리팀 | 주무관 | 자동차등록원부 발급 자동차 등록증 재발급 이륜자동차 등록 수입증지 관리 민원24 관리 | 02-2116-4076
문화도시행정국,15,"민원여권과 / 민원처리팀 | 주무관 | ○ 통합민원 (가족관계증명서 발급 총괄) - 주민등록등초본, 세대열람, 인감, 본인서명사실증명, 출입국사실증명, 가족관계증명 등 발급 | 02-2116-3255"
문화도시행정국,15,민원여권과 / 민원처리팀 | 주무관 |  | 02-2116-3876
문화도시행정국,15,민원여권과 / 가족관계등록팀 | 가족관계등록팀장 | 가족관계등록팀 업무 총괄 | 02-2116-3276
문화도시행정국,15,"민원여권과 / 가족관계등록팀 | 주무관 | ○ 비서(문화도시행정국장,힐링도시국장) | 02-2116-3014"
문화도시행정국,15,민원여권과 / 가족관계등록팀 | 주무관 | ○ 가족관계등록신고 접수(총괄) ○ 인구동향 입력 관리(총괄) ○ 가족관계등록 과태료 ○ 인터넷 신고 및 재판(촉탁) 접수 | 02-2116-3266
문화도시행정국,15,"민원여권과 / 가족관계등록팀 | 주무관 | 교합, 직권정정 | 02-2116-3272"
문화도시행정국,15,민원여권과 / 가족관계등록팀 | 주무관 | -동 신고서(출생.사망) 접수·기록 -출생통보제 및 보호출산제 -직권정정·기록(중계·하계동) - 결격사유 조회 및 접수 - 채무불이행자 관리(우편물 포함) - 가족관계등록신고 접수 지원 | 02-2116-3269
문화도시행정국,16,민원여권과 / 가족관계등록팀 | 주무관 |  | 02-2116-3144
문화도시행정국,16,민원여권과 / 여권팀 | 여권팀장 | 여권팀 업무 총괄 | 02-2116-3285
문화도시행정국,16,"민원여권과 / 여권팀 | 주무관 | o 여권팀 예산 및 회계, 여권사무 보고 o 여권수수료 관리 및 월보 o 기재사항 변경 처리 o 여권심사 및 여권교부, 여권대조 판독 지원 o 상습분실자 수사 의뢰 o 팀 서무 및 기타 타 직원업무에 속하지 않은 사항 | 02-2116-3283"
문화도시행정국,16,민원여권과 / 여권팀 | 주무관 | 여권접수 및 교부 | 02-2116-3288
문화도시행정국,16,민원여권과 / 여권팀 | 주무관 | - 여권접수 | 02-2116-3278
문화도시행정국,16,"민원여권과 / 여권팀 | 주무관 | o 통합민원(주민등록 등·초본 발급 및 열람 총괄)  -주민등록등초본, 세대열람, 인감, 본인서명사실증명, 출입국사실증명, 가족관계증명 등 발급  o 공용발급(주민등록 등·초본) | 02-2116-3257"
행정지원과,1,행정지원과 | 행정지원과장 | ○ 행정지원과 업무 총괄 | 02-2116-3100
행정지원과,1,행정지원과 | 인사팀장 | 인사팀 업무 총괄 | 02-2116-7171
행정지원과,1,행정지원과 | 주무관 | o 여권접수 및 교부 o 온라인 발급 사진 확인 | 02-2116-3277
행정지원과,1,행정지원과 | 주무관 | • 동 마을 축제운영 • 찾아가는 오케스트라 공연 지원 | 02-2116-7144
행정지원과,1,"행정지원과 | 주무관 | 동체육회, 경춘선힐링쉼터, 공구대여, 마을변호사 | 02-2116-2528"
행정지원과,1,"행정지원과 | 주무관 | 기획재정국장, 교육복지국장 비서 | 02-2116-3016"
행정지원과,1,행정지원과 | 주무관 |  | 
행정지원과,1,행정지원과 | 주무관 |  | 
행정지원과,1,행정지원과 / 총무팀 | 총무팀장 | ○ 총무팀 업무 총괄 | 02-2116-3086
행정지원과,1,행정지원과 / 총무팀 | 주무관 | ○ 국서무 | 02-2116-3084
행정지원과,2,행정지원과 / 총무팀 | 주무관 | ○ 예산 총괄 | 02-2116-3085
행정지원과,2,"행정지원과 / 총무팀 | 주무관 | ○ 행사, 의전, 군부대 | 02-2116-3081"
행정지원과,2,행정지원과 / 총무팀 | 주무관 | ○ 청사관리 등 | 02-2116-3083
행정지원과,2,행정지원과 / 총무팀 | 주무관 | ○ 차량 관리 ○ 청사 대관 | 02-2116-3080
행정지원과,2,행정지원과 / 총무팀 | 주무관 | ○ 부구청장 비서실 | 02-2116-3012
행정지원과,2,행정지원과 / 총무팀 | 주무관 | ○ 청사관리실 근무 | 02-2116-4222
행정지원과,2,행정지원과 / 총무팀 | 주무관 | ○ 청사관리실 업무 | 02-2116-4221
행정지원과,2,행정지원과 / 총무팀 | 공무직 | ○ 청사관리실 근무 | 02-2116-4223
행정지원과,2,행정지원과 / 총무팀 | 주무관 | ○ 전기실 업무 | 02-2116-4214
행정지원과,2,"행정지원과 / 총무팀 | 주무관 | ○ 전기실 업무, 승강기 업무 | 02-2116-4215"
행정지원과,3,행정지원과 / 총무팀 | 공무직 | 대.소강당 방송지원 | 02-2116-4238
행정지원과,3,행정지원과 / 총무팀 | 주무관 | ○ 기관실 업무 | 02-2116-4217
행정지원과,3,행정지원과 / 총무팀 | 주무관 | ○ 기관실 업무 | 02-2116-4218
행정지원과,3,행정지원과 / 총무팀 | 공무직 | ○ 기관실 근무 | 02-2116-4220
행정지원과,3,행정지원과 / 총무팀 | 주무관 | ○ 차량지원실 | 02-2116-4225
행정지원과,3,행정지원과 / 총무팀 | 주무관 | ○ 차량지원실 | 02-2116-4227
행정지원과,3,행정지원과 / 총무팀 | 주무관 | ○ 차량지원실 | 02-2116-4227
행정지원과,3,행정지원과 / 총무팀 | 주무관 | ○ 차량지원실 | 02-2116-4224
행정지원과,3,행정지원과 / 총무팀 | 주무관 | ○ 차량지원실 | 02-2116-4225
행정지원과,3,행정지원과 / 인사팀 | 주무관 | ○ 인사교류 ○ 인사관리 및 인사상담 | 02-2116-3090
행정지원과,4,"행정지원과 / 인사팀 | 주무관 | ○ 조직 및 정, 현원 관리 | 02-2116-3088"
행정지원과,4,"행정지원과 / 인사팀 | 주무관 | ○ 임기제 관련 업무 ○ 공무원 수당, 보수 관련 업무 | 02-2116-3074"
행정지원과,4,행정지원과 / 인사팀 | 주무관 | ○ 복무관리 | 02-2116-3089
행정지원과,4,"행정지원과 / 인사팀 | 주무관 | ○ 인사전산, 기록 관리 | 02-2116-3087"
행정지원과,4,행정지원과 / 능력개발팀 | 능력개발팀장 | ○ 능력개발팀 업무 총괄 | 02-2116-3095
행정지원과,4,행정지원과 / 능력개발팀 | 주무관 | ○ 연간교육훈련계획 | 02-2116-3093
행정지원과,4,행정지원과 / 능력개발팀 | 주무관 | ○ 상시학습 관리 ○ 학습관리시스템 운영 | 02-2116-3092
행정지원과,4,행정지원과 / 의회노무팀 | 의회노무팀장 | 의회노무팀 업무 총괄 | 02-2116-3879
행정지원과,4,행정지원과 / 의회노무팀 | 주무관 | ○ 직원휴양소 등 | 02-2116-3098
행정지원과,4,행정지원과 / 의회노무팀 | 주무관 | ○ 맞춤형 복지 ○ 기간제 관리 등 | 02-2116-3075
행정지원과,5,"행정지원과 / 의회노무팀 | 주무관 | ○ 4대보험, 건강보험 | 02-2116-3096"
행정지원과,5,행정지원과 / 비서실 | 비서실장 | ○ 비서실장 | 02-2116-3005
행정지원과,5,행정지원과 / 비서실 | 민원비서 | ○ 구청장실 민원비서 | 02-2116-3003
행정지원과,5,행정지원과 / 비서실 | 주무관 | ○ 차량 운행 | 02-2116-2999
행정지원과,5,행정지원과 / 비서실 | 수행비서 | ○ 구청장 차량 운행 | 02-2116-2999
행정지원과,5,행정지원과 / 비서실 | 수행비서 | ○ 구청장 수행 | 02-2116-2998
행정지원과,5,행정지원과 / 비서실 | 주무관 | ○ 구청장 비서실 | 02-2116-3009
행정지원과,5,행정지원과 / 비서실 | 주무관 | ○ 구청장 비서실 | 02-2116-3008
행정지원과,5,행정지원과 / 종합상황실 | 주무관 | ○ 종합상황실 근무 | 02-2116-3299
행정지원과,5,행정지원과 / 종합상황실 | 주무관 | ○ 종합상황실 근무 | 02-2116-3302
행정지원과,6,행정지원과 / 종합상황실 | 주무관 | ○ 종합상황실 근무 | 02-2116-3301
행정지원과,6,행정지원과 / 종합상황실 | 주무관 | ○ 종합상황실 근무 | 02-2116-3000
자치행정과,1,자치행정과 | 자치행정과장 | 자치행정과 업무 총괄 | 02-2116-3930
자치행정과,1,자치행정과 | 자치행정팀장 | 자치행정팀 업무 총괄 | 02-2116-3183
자치행정과,1,"자치행정과 | 주무관 | 주민자치회, 동체육회 자치회관 관리 동 축제 | 02-2116-2436"
자치행정과,1,자치행정과 | 주무관 | • 불후의 명강 운영 • 성인문해교육 지원사업(국평원·서울시·서평원) • 민간단체 공익활동 지원사업 • 민주시민교육자문위원회 운영 | 02-2116-3993
자치행정과,1,자치행정과 | 주무관 | ○ 민간·가정어린이집 인가 및 보조금 지원 ○ 보육전산관리(보육포털사이트 포함) ○ 시간제 어린이집 지원사업 ○ 동행어린이집 지원사업 ○ 서울시 교사대 아동비율 지원사업 | 02-2116-3727
자치행정과,1,"자치행정과 | 주무관 | ❍ 도로재산(월계) ❍ 하천재산(상계,하계) - 점용허가, 용도폐지, 점용료(변상금)부과 - 차량출입시설 및 공중선.지하매설물 총괄 | 02-2116-4008"
자치행정과,1,"자치행정과 / 자치행정팀 | 주무관 | - 선거, 주민투표제 - 정례동장회의 - 동행정평가 - 행정구역 조정 - 동주민센터 보안관 운영 | 02-2116-3128"
자치행정과,1,자치행정과 / 자치행정팀 | 주무관 | 주민등록 | 02-2116-3515
자치행정과,1,"자치행정과 / 자치행정팀 | 주무관 | 행정사, 고향사랑 | 02-2116-3133"
자치행정과,1,자치행정과 / 자치행정팀 | 주무관 |  | 02-2116-3515
자치행정과,2,자치행정과 / 자치지원팀 | 자치지원팀장 | 자치지원팀 업무 총괄 | 02-2116-3132
자치행정과,2,"자치행정과 / 자치지원팀 | 주무관 | - 주민제안사업, 주민자치회 실행사업 등 | 02-2116-3129"
자치행정과,2,자치행정과 / 자치지원팀 | 주무관 | - 민간단체 공익활동 지원사업 | 02-2116-3120
자치행정과,2,자치행정과 / 자치지원팀 | 주무관 | - 자치회관 운영 관리 - 동주민센터 유휴공간 관리 | 02-2116-3145
자치행정과,2,자치행정과 / 마을공동체팀 | 마을공동체팀장 | 마을공동체팀 총괄 | 02-2116-0676
자치행정과,2,자치행정과 / 마을공동체팀 | 주무관 | ○ 중계온마을센터 시설 관리 운영 총괄 - 중계온마을센터 입주시설 네트워크 회의 등 ○ 시간선텍제임기제 행정 지원 ○ 마을커뮤니티공간 지도점검 총괄 ○ 공유도시 활성화 ○ 기타 타 직원에 속하지 않은 업무 | 02-2116-0679
자치행정과,2,자치행정과 / 마을공동체팀 | 주무관 | ° 마을공동체 공모사업 운영 및 관리 ° 마을지원활동가 관리 ° 자치구 및 대외협력 행사 운영 ° 마을커뮤니티공간 운영 지원 및 관리(월계동·하계동) | 02-2116-0678
자치행정과,2,자치행정과 / 마을공동체팀 | 주무관 | ° 마을공동체 공모사업 운영 ° 마을커뮤니티공간(4개소) 운영 지원 및 관리 ° 마을공동체지원센터 업무용 계좌 관리 | 02-2116-0681
자치행정과,2,"자치행정과 / 마을공동체팀 | 주무관 | ○ 특화사업 계획 및 운영 ○ 중계온마을센터 공간 (강당, 커뮤니티실) 대관 관리 ○ 중계온마을센터 축제 추진 ○ 마을공동체지원센터 홍보 및 아카이브 ○ 마을커뮤니티공간 운영 지원 및 관리 -영축산어울마루, 공덕골아름드리, 경춘선힐링쉼터, 수락행복발전소, 꿈꾸는상계5동행복발전소, 원터어울마루, 상구네행복발전소 | 02-2116-0682"
자치행정과,2,자치행정과 / 민방위팀 | 민방위팀장 | 민방위팀 업무 총괄 | 02-2116-3127
자치행정과,3,자치행정과 / 민방위팀 | 주무관 | • 민방위교육 | 02-2116-3126
자치행정과,3,자치행정과 / 민방위팀 | 주무관 | • 사회복무요원 관리 | 02-2116-3136
자치행정과,3,자치행정과 / 민방위팀 | 주무관 | - 충무훈련 운영 - 민방위 장비 물자 관리 | 02-2116-3125
문화도시과,1,문화도시과 | 문화도시과장 | 문화도시과 업무 총괄 | 02-2116-7130
문화도시과,1,"문화도시과 | 주무관 | 서무(예산, 재무) | 02-2116-2732"
문화도시과,1,문화도시과 | 주무관 |  | 
문화도시과,1,문화도시과 | 팀장 | - 청년 창업지원 - 청년 커리어센터 조성 | 02-2116-7112
문화도시과,1,"문화도시과 | 주무관 | • 금융감독원, 금융관련업무 처리 • 전화권유판매업 신규등록, 변경, 폐업신고 및 민원사항 처리 • 방문판매업 신규등록, 변경, 폐업신고 및 민원사항 처리 • 통신판매업 신규등록, 변경, 폐업신고 및 민원사항 처리 • 소비자보호법 및 전자상거래 관련 민원사항 처리 • 담배 도소매인 등록 및 단속 • 물가조사, 가격표시제 등 물가 관련 업무 • 물가안정모범업소(착한가게) 지정 및 모니터링 자료 평가 | 02-2116-3474"
문화도시과,1,문화도시과 | 주무관 |  | 
문화도시과,1,문화도시과 | 주무관 | 언론보도 | 02-2116-3421
문화도시과,1,문화도시과 | 주무관 | 주민자치 | 02-2116-2884
문화도시과,1,"문화도시과 | 주무관 | ◦ 아동보호전문기관 예산 및 회계처리 ◦ 아동학대 사례관리 상담원 보수지급 등 ◦ 아동보호팀 서무(주간주요, 주요업무 등) | 02-2116-4412"
문화도시과,1,문화도시과 / 문화정책팀 | 주무관 | • 문화시설 건립 등 • 시 협력사업 등 | 02-2116-7133
문화도시과,2,문화도시과 / 문화정책팀 | 주무관 | ○ 노원문화재단 운영 지원 | 02-2116-7137
문화도시과,2,문화도시과 / 축제관광팀 | 축제관광팀장 | 축제관광팀 업무 총괄 | 02-2116-7141
문화도시과,2,문화도시과 / 축제관광팀 | 주무관 | 축제담당 | 02-2116-7143
문화도시과,2,문화도시과 / 문화예술팀 | 문화예술팀장 | 문화예술팀 업무 총괄 | 02-2116-7151
문화도시과,2,"문화도시과 / 문화예술팀 | 주무관 | • 노래연습장업, PC방 관리, 게임산업관리, 출판업 인허가 | 02-2116-7153"
문화도시과,2,문화도시과 / 문화예술팀 | 주무관 | • 불암산아트포레 갤러리 운영 • 마들농요 운영 지원 • 종무행정 및 종교단체 비영리 법인 관련 업무 • 전통사찰 지원 | 02-2116-7154
문화도시과,2,문화도시과 / 문화예술팀 | 주무관 | • 노원전통문화체험관 다완재 운영 | 02-2116-3766
체육도시과,1,체육도시과 | 체육도시과장 | 체육도시과 업무 총괄 | 02-2116-0820
체육도시과,1,체육도시과 / 체육정책팀 | 체육정책팀장 | 체육정책팀 업무 총괄 | 02-2116-0821
