No,대분류(국/과),팀명,직위/이름,담당업무,전화번호,기타
189,문화도시행정국,민원여권과 / 여권팀,여권팀장,여권팀 업무 총괄,02-2116-3285
190,문화도시행정국,민원여권과 / 여권팀,주무관,"o 여권팀 예산 및 회계, 여권사무 보고 o 여권수수료 관리 및 월보 o 기재사항 변경 처리 o 여권심사 및 여권교부, 여권대조 판독 지원 o 상습분실자 수사 의뢰 o 팀 서무 및 기타 타 직원업무에 속하지 않은 사항",02-2116-3283
191,문화도시행정국,민원여권과 / 여권팀,주무관,여권접수 및 교부,02-2116-3288
192,문화도시행정국,민원여권과 / 여권팀,주무관,- 여권접수,02-2116-3278
193,문화도시행정국,민원여권과 / 여권팀,주무관,"o 통합민원(주민등록 등·초본 발급 및 열람 총괄)  -주민등록등초본, 세대열람, 인감, 본인서명사실증명, 출입국사실증명, 가족관계증명 등 발급  o 공용발급(주민등록 등·초본)",02-2116-3257
194,행정지원과,행정지원과,행정지원과장,○ 행정지원과 업무 총괄,02-2116-3100
195,행정지원과,행정지원과,인사팀장,인사팀 업무 총괄,02-2116-7171
196,행정지원과,행정지원과,주무관,o 여권접수 및 교부 o 온라인 발급 사진 확인,02-2116-3277
197,행정지원과,행정지원과,주무관,• 동 마을 축제운영 • 찾아가는 오케스트라 공연 지원,02-2116-7144
198,행정지원과,행정지원과,주무관,"동체육회, 경춘선힐링쉼터, 공구대여, 마을변호사",02-2116-2528
199,행정지원과,행정지원과,주무관,"기획재정국장, 교육복지국장 비서",02-2116-3016
200,행정지원과,행정지원과,주무관,,
201,행정지원과,행정지원과,주무관,,
202,행정지원과,행정지원과 / 총무팀,총무팀장,○ 총무팀 업무 총괄,02-2116-3086
203,행정지원과,행정지원과 / 총무팀,주무관,○ 국서무,02-2116-3084
204,행정지원과,행정지원과 / 총무팀,주무관,○ 예산 총괄,02-2116-3085
205,행정지원과,행정지원과 / 총무팀,주무관,"○ 행사, 의전, 군부대",02-2116-3081
206,행정지원과,행정지원과 / 총무팀,주무관,○ 청사관리 등,02-2116-3083
207,행정지원과,행정지원과 / 총무팀,주무관,○ 차량 관리 ○ 청사 대관,02-2116-3080
208,행정지원과,행정지원과 / 총무팀,주무관,○ 부구청장 비서실,02-2116-3012
209,행정지원과,행정지원과 / 총무팀,주무관,○ 청사관리실 근무,02-2116-4222
210,행정지원과,행정지원과 / 총무팀,주무관,○ 청사관리실 업무,02-2116-4221
211,행정지원과,행정지원과 / 총무팀,공무직,○ 청사관리실 근무,02-2116-4223
212,행정지원과,행정지원과 / 총무팀,주무관,○ 전기실 업무,02-2116-4214
213,행정지원과,행정지원과 / 총무팀,주무관,"○ 전기실 업무, 승강기 업무",02-2116-4215
214,행정지원과,행정지원과 / 총무팀,공무직,대.소강당 방송지원,02-2116-4238
215,행정지원과,행정지원과 / 총무팀,주무관,○ 기관실 업무,02-2116-4217
216,행정지원과,행정지원과 / 총무팀,주무관,○ 기관실 업무,02-2116-4218
217,행정지원과,행정지원과 / 총무팀,공무직,○ 기관실 근무,02-2116-4220
218,행정지원과,행정지원과 / 총무팀,주무관,○ 차량지원실,02-2116-4225
219,행정지원과,행정지원과 / 총무팀,주무관,○ 차량지원실,02-2116-4227
220,행정지원과,행정지원과 / 총무팀,주무관,○ 차량지원실,02-2116-4227
221,행정지원과,행정지원과 / 총무팀,주무관,○ 차량지원실,02-2116-4224
222,행정지원과,행정지원과 / 총무팀,주무관,○ 차량지원실,02-2116-4225
223,행정지원과,행정지원과 / 인사팀,주무관,○ 인사교류 ○ 인사관리 및 인사상담,02-2116-3090
224,행정지원과,행정지원과 / 인사팀,주무관,"○ 조직 및 정, 현원 관리",02-2116-3088
225,행정지원과,행정지원과 / 인사팀,주무관,"○ 임기제 관련 업무 ○ 공무원 수당, 보수 관련 업무",02-2116-3074
226,행정지원과,행정지원과 / 인사팀,주무관,○ 복무관리,02-2116-3089
227,행정지원과,행정지원과 / 인사팀,주무관,"○ 인사전산, 기록 관리",02-2116-3087
228,행정지원과,행정지원과 / 능력개발팀,능력개발팀장,○ 능력개발팀 업무 총괄,02-2116-3095
229,행정지원과,행정지원과 / 능력개발팀,주무관,○ 연간교육훈련계획,02-2116-3093
230,행정지원과,행정지원과 / 능력개발팀,주무관,○ 상시학습 관리 ○ 학습관리시스템 운영,02-2116-3092
231,행정지원과,행정지원과 / 의회노무팀,의회노무팀장,의회노무팀 업무 총괄,02-2116-3879
232,행정지원과,행정지원과 / 의회노무팀,주무관,○ 직원휴양소 등,02-2116-3098
233,행정지원과,행정지원과 / 의회노무팀,주무관,○ 맞춤형 복지 ○ 기간제 관리 등,02-2116-3075
234,행정지원과,행정지원과 / 의회노무팀,주무관,"○ 4대보험, 건강보험",02-2116-3096
235,행정지원과,행정지원과 / 비서실,비서실장,○ 비서실장,02-2116-3005
236,행정지원과,행정지원과 / 비서실,민원비서,○ 구청장실 민원비서,02-2116-3003
237,행정지원과,행정지원과 / 비서실,주무관,○ 차량 운행,02-2116-2999
238,행정지원과,행정지원과 / 비서실,수행비서,○ 구청장 차량 운행,02-2116-2999
239,행정지원과,행정지원과 / 비서실,수행비서,○ 구청장 수행,02-2116-2998
240,행정지원과,행정지원과 / 비서실,주무관,○ 구청장 비서실,02-2116-3009
241,행정지원과,행정지원과 / 비서실,주무관,○ 구청장 비서실,02-2116-3008
242,행정지원과,행정지원과 / 종합상황실,주무관,○ 종합상황실 근무,02-2116-3299
243,행정지원과,행정지원과 / 종합상황실,주무관,○ 종합상황실 근무,02-2116-3302
244,행정지원과,행정지원과 / 종합상황실,주무관,○ 종합상황실 근무,02-2116-3301
245,행정지원과,행정지원과 / 종합상황실,주무관,○ 종합상황실 근무,02-2116-3000
246,자치행정과,자치행정과,자치행정과장,자치행정과 업무 총괄,02-2116-3930
247,자치행정과,자치행정과,자치행정팀장,자치행정팀 업무 총괄,02-2116-3183
248,자치행정과,자치행정과,주무관,"주민자치회, 동체육회 자치회관 관리 동 축제",02-2116-2436
249,자치행정과,자치행정과,주무관,• 불후의 명강 운영 • 성인문해교육 지원사업(국평원·서울시·서평원) • 민간단체 공익활동 지원사업 • 민주시민교육자문위원회 운영,02-2116-3993
250,자치행정과,자치행정과,주무관,○ 민간·가정어린이집 인가 및 보조금 지원 ○ 보육전산관리(보육포털사이트 포함) ○ 시간제 어린이집 지원사업 ○ 동행어린이집 지원사업 ○ 서울시 교사대 아동비율 지원사업,02-2116-3727
251,자치행정과,자치행정과,주무관,"❍ 도로재산(월계) ❍ 하천재산(상계,하계) - 점용허가, 용도폐지, 점용료(변상금)부과 - 차량출입시설 및 공중선.지하매설물 총괄",02-2116-4008
252,자치행정과,자치행정과 / 자치행정팀,주무관,"- 선거, 주민투표제 - 정례동장회의 - 동행정평가 - 행정구역 조정 - 동주민센터 보안관 운영",02-2116-3128
253,자치행정과,자치행정과 / 자치행정팀,주무관,주민등록,02-2116-3515
254,자치행정과,자치행정과 / 자치행정팀,주무관,"행정사, 고향사랑",02-2116-3133
255,자치행정과,자치행정과 / 자치행정팀,주무관,,02-2116-3515
256,자치행정과,자치행정과 / 자치지원팀,자치지원팀장,자치지원팀 업무 총괄,02-2116-3132
257,자치행정과,자치행정과 / 자치지원팀,주무관,"- 주민제안사업, 주민자치회 실행사업 등",02-2116-3129
258,자치행정과,자치행정과 / 자치지원팀,주무관,- 민간단체 공익활동 지원사업,02-2116-3120
259,자치행정과,자치행정과 / 자치지원팀,주무관,- 자치회관 운영 관리 - 동주민센터 유휴공간 관리,02-2116-3145
260,자치행정과,자치행정과 / 마을공동체팀,마을공동체팀장,마을공동체팀 총괄,02-2116-0676
261,자치행정과,자치행정과 / 마을공동체팀,주무관,○ 중계온마을센터 시설 관리 운영 총괄 - 중계온마을센터 입주시설 네트워크 회의 등 ○ 시간선텍제임기제 행정 지원 ○ 마을커뮤니티공간 지도점검 총괄 ○ 공유도시 활성화 ○ 기타 타 직원에 속하지 않은 업무,02-2116-0679
262,자치행정과,자치행정과 / 마을공동체팀,주무관,° 마을공동체 공모사업 운영 및 관리 ° 마을지원활동가 관리 ° 자치구 및 대외협력 행사 운영 ° 마을커뮤니티공간 운영 지원 및 관리(월계동·하계동),02-2116-0678
263,자치행정과,자치행정과 / 마을공동체팀,주무관,° 마을공동체 공모사업 운영 ° 마을커뮤니티공간(4개소) 운영 지원 및 관리 ° 마을공동체지원센터 업무용 계좌 관리,02-2116-0681
264,자치행정과,자치행정과 / 마을공동체팀,주무관,"○ 특화사업 계획 및 운영 ○ 중계온마을센터 공간 (강당, 커뮤니티실) 대관 관리 ○ 중계온마을센터 축제 추진 ○ 마을공동체지원센터 홍보 및 아카이브 ○ 마을커뮤니티공간 운영 지원 및 관리 -영축산어울마루, 공덕골아름드리, 경춘선힐링쉼터, 수락행복발전소, 꿈꾸는상계5동행복발전소, 원터어울마루, 상구네행복발전소",02-2116-0682
265,자치행정과,자치행정과 / 민방위팀,민방위팀장,민방위팀 업무 총괄,02-2116-3127
266,자치행정과,자치행정과 / 민방위팀,주무관,• 민방위교육,02-2116-3126
267,자치행정과,자치행정과 / 민방위팀,주무관,• 사회복무요원 관리,02-2116-3136
268,자치행정과,자치행정과 / 민방위팀,주무관,- 충무훈련 운영 - 민방위 장비 물자 관리,02-2116-3125
269,문화도시과,문화도시과,문화도시과장,문화도시과 업무 총괄,02-2116-7130
270,문화도시과,문화도시과,주무관,"서무(예산, 재무)",02-2116-2732
271,문화도시과,문화도시과,주무관,,
272,문화도시과,문화도시과,팀장,- 청년 창업지원 - 청년 커리어센터 조성,02-2116-7112
273,문화도시과,문화도시과,주무관,"• 금융감독원, 금융관련업무 처리 • 전화권유판매업 신규등록, 변경, 폐업신고 및 민원사항 처리 • 방문판매업 신규등록, 변경, 폐업신고 및 민원사항 처리 • 통신판매업 신규등록, 변경, 폐업신고 및 민원사항 처리 • 소비자보호법 및 전자상거래 관련 민원사항 처리 • 담배 도소매인 등록 및 단속 • 물가조사, 가격표시제 등 물가 관련 업무 • 물가안정모범업소(착한가게) 지정 및 모니터링 자료 평가",02-2116-3474
274,문화도시과,문화도시과,주무관,,
275,문화도시과,문화도시과,주무관,언론보도,02-2116-3421
276,문화도시과,문화도시과,주무관,주민자치,02-2116-2884
277,문화도시과,문화도시과,주무관,"◦ 아동보호전문기관 예산 및 회계처리 ◦ 아동학대 사례관리 상담원 보수지급 등 ◦ 아동보호팀 서무(주간주요, 주요업무 등)",02-2116-4412
278,문화도시과,문화도시과 / 문화정책팀,주무관,• 문화시설 건립 등 • 시 협력사업 등,02-2116-7133
279,문화도시과,문화도시과 / 문화정책팀,주무관,○ 노원문화재단 운영 지원,02-2116-7137
280,문화도시과,문화도시과 / 축제관광팀,축제관광팀장,축제관광팀 업무 총괄,02-2116-7141
281,문화도시과,문화도시과 / 축제관광팀,주무관,축제담당,02-2116-7143
282,문화도시과,문화도시과 / 문화예술팀,문화예술팀장,문화예술팀 업무 총괄,02-2116-7151
283,문화도시과,문화도시과 / 문화예술팀,주무관,"• 노래연습장업, PC방 관리, 게임산업관리, 출판업 인허가",02-2116-7153
284,문화도시과,문화도시과 / 문화예술팀,주무관,• 불암산아트포레 갤러리 운영 • 마들농요 운영 지원 • 종무행정 및 종교단체 비영리 법인 관련 업무 • 전통사찰 지원,02-2116-7154
285,문화도시과,문화도시과 / 문화예술팀,주무관,• 노원전통문화체험관 다완재 운영,02-2116-3766
286,체육도시과,체육도시과,체육도시과장,체육도시과 업무 총괄,02-2116-0820
287,체육도시과,체육도시과 / 체육정책팀,체육정책팀장,체육정책팀 업무 총괄,02-2116-0821
288,체육도시과,체육도시과 / 체육정책팀,주무관,• 서무,02-2116-0822
289,체육도시과,체육도시과 / 체육정책팀,주무관,• 노원구체육회 운영 관리 • 체육동호인 단체관리 • 서울노원유나이티드fc 운영지원,02-2116-0823
290,체육도시과,체육도시과 / 체육정책팀,주무관,• 동네 물놀이장 운영 • 동체육회 운영 관리 • 시·구민체육대회 지원 • 노원구 태권도시범단 운영,02-2116-0824
291,체육도시과,체육도시과 / 체육정책팀,주무관,• 눈썰매장 운영 • (장애인)스포츠강좌이용권 운영 • 사격선수단 운영지원 • 비영리체육법인 관리,02-2116-0825
292,체육도시과,체육도시과 / 체육사업팀,체육사업팀장,체육사업팀 업무 총괄,02-2116-0831
293,체육도시과,체육도시과 / 체육사업팀,주무관,• 아침/야간 체조교실 운영 • 생활체육교실 운영(볼링·게이트볼·배구·탁구·노르딕워킹) • 학교엘리트체육 사업 운영 • 전통체육교실 운영 • 어르신스포츠시설이용료 지원사업 운영,02-2116-0832
294,체육도시과,체육도시과 / 체육사업팀,주무관,"• 노원어르신휴센터 운영 • 노원 힐링걷기· 바르게 걷기사업 추진(노원어르신휴센터) • 생활체육교실 운영(축구, 풋살) • 스마트노원핏 운영 및 이벤트 챌린지 운영(부)",02-2116-0835
